ORDER,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,T_Consent_First Click,T_Consent_Last Click,T_Consent_Page Submit,T_Consent_Click Count,Prolific_ID,T_Prolific_ID_First Click,T_Prolific_ID_Last Click,T_Prolific_ID_Page Submit,T_Prolific_ID_Click Count,T_Gen_Ins_First Click,T_Gen_Ins_Last Click,T_Gen_Ins_Page Submit,T_Gen_Ins_Click Count,Age,Gender,Nationality,Nationality_3_TEXT,English,English_2_TEXT,City,Profession,Football_1,T_Dem_First Click,T_Dem_Last Click,T_Dem_Page Submit,T_Dem_Click Count,GENERATION_FACTOR,GENERATION_NUMERIC,CHAIN,CHAIN_NUM,CONDITION,INDIVIDUAL,T_READING,T_RECALL,RECALL,PRE_RECALL,RECALL_QUALITATIVE
1,EN-GB,YES,YES,YES,YES,YES,17.894,27.404,29.365,5,5d24c2146dd2960016cef0b7,3.339,3.339,6.296,1,0,0,12.57,0,44,Female,UK,,Yes,,London,Administrator,7,1.994,34.656,37.06,8,F2,2,CH24,24,E,JAMES,12.447,67.648,6,5,"James is an average player, who scores an average amount of goals for his club.  He's very modest, and so listens to other people.  He tried to be captain, but no-one really voted for him.  He still gets invited to parties, as people like him"
1,EN-GB,YES,YES,YES,YES,YES,7.324,21.876,24.179,5,5cfa3cd395c070000121de0f,4.057,4.702,8.172,2,0,0,12.546,0,52,Female,UK,,Yes,,London,Reflexologist,1,2.61,29.778,32.139,8,F3,3,CH24,24,E,JAMES,18.392,89.285,5,4,James is an average player. He is modest and he listens to people. He doesn't get voted to be captain of the team. He gets invited to most parties.
1,EN-GB,YES,YES,YES,YES,YES,29.781,42.481,43.969,5,5be56bc574b5630001e2acba,2.494,3.618,6.432,2,0,0,16.333,0,53,Male,UK,,Yes,,Sheffield,Health and Safety Advisor,3,2.809,54.861,57.284,8,F4,4,CH24,24,E,JAMES,11.632,68.107,3,2,Average player that doesn't get picked as captain. Sometimes gets invited to parties. 
2,EN-GB,YES,YES,YES,YES,YES,13.922,20.393,21.791,5,5d963188ed650700146ba4b6,8.603,8.603,10.277,1,2.278,2.278,11.739,1,44,Male,UK,,Yes,,London,Journalist,7,1.46,26.681,27.547,7,F1,1,CH24,24,E,JOHN,22.984,67.27,10,8,"John was an excellent footballer. He was top scorer in the team. He was unanimously voted captain by the others. He's the golden boy, and people listen to him and copy him. He gets invited to parties because people want to be with him. But he's also modest."
2,EN-GB,YES,YES,YES,YES,YES,17.894,27.404,29.365,5,5d24c2146dd2960016cef0b7,3.339,3.339,6.296,1,0,0,12.57,0,44,Female,UK,,Yes,,London,Administrator,7,1.994,34.656,37.06,8,F2,2,CH24,24,E,JOHN,12.395,69.719,8,6,John is an excellent player and scores a high number of goals for his club.  The other players look up to him and everyone voted him captain of the club.  He's the golden boy.  He gets invited to parties as everyone wants to spend time with him.
2,EN-GB,YES,YES,YES,YES,YES,7.324,21.876,24.179,5,5cfa3cd395c070000121de0f,4.057,4.702,8.172,2,0,0,12.546,0,52,Female,UK,,Yes,,London,Reflexologist,1,2.61,29.778,32.139,8,F3,3,CH24,24,E,JOHN,14.85,69.594,7,5,John is a high scoring player. He gets voted to be the team captain. He is the golden boy. He always gets invited to parties and everybody likes his company.
2,EN-GB,YES,YES,YES,YES,YES,29.781,42.481,43.969,5,5be56bc574b5630001e2acba,2.494,3.618,6.432,2,0,0,16.333,0,53,Male,UK,,Yes,,Sheffield,Health and Safety Advisor,3,2.809,54.861,57.284,8,F4,4,CH24,24,E,JOHN,8.648,61.402,5,3,Golden boy that often gets picked to be captain. He's above average as a player and is always invited to parties.
3,EN-GB,YES,YES,YES,YES,YES,13.922,20.393,21.791,5,5d963188ed650700146ba4b6,8.603,8.603,10.277,1,2.278,2.278,11.739,1,44,Male,UK,,Yes,,London,Journalist,7,1.46,26.681,27.547,7,F1,1,CH24,24,E,BILL,18.84,62.962,6,4,Bill was a violent and angry player who named himself captain even though other people hadn't voted for him. They invite him to parties because they don't want to make him angry.
3,EN-GB,YES,YES,YES,YES,YES,17.894,27.404,29.365,5,5d24c2146dd2960016cef0b7,3.339,3.339,6.296,1,0,0,12.57,0,44,Female,UK,,Yes,,London,Administrator,7,1.994,34.656,37.06,8,F2,2,CH24,24,E,BILL,5.731,72.497,7,5,"Bill is an aggressive player and none of his team mates like him very much. He voted himself captain, but no-one voted for him.  He still gets invited to parties as no-one wants to upset him and get him angry."
3,EN-GB,YES,YES,YES,YES,YES,7.324,21.876,24.179,5,5cfa3cd395c070000121de0f,4.057,4.702,8.172,2,0,0,12.546,0,52,Female,UK,,Yes,,London,Reflexologist,1,2.61,29.778,32.139,8,F3,3,CH24,24,E,BILL,10.757,61.961,7,5,Bill is a very agressive player. His team mates do not really like him. He oted for himself to be the captain but nobody else did. He still gets invited to parties but only because no one wants to upset him.
3,EN-GB,YES,YES,YES,YES,YES,29.781,42.481,43.969,5,5be56bc574b5630001e2acba,2.494,3.618,6.432,2,0,0,16.333,0,53,Male,UK,,Yes,,Sheffield,Health and Safety Advisor,3,2.809,54.861,57.284,8,F4,4,CH24,24,E,BILL,12.8,62.229,5,4,Aggresive player that voted for himself as captain. Gets invited to parties because he is feared.
1,EN-GB,YES,YES,YES,YES,YES,3.025,21.157,21.8,12,56cb3d8c08d730000afd2f12,0.973,1.714,3.465,2,16.67,16.67,17.507,1,38,Male,UK,,Yes,,Manchester ,Builder,7,1.81,25.561,27.171,11,F1,1,CH25,25,E,JAMES,35.061,122.326,4,3,"James is an average football player who no one really respects as a player as he only scored a couple of goals last season,his football skills are average,he�s not very popular out side of football but he still invited to parties"
1,EN-GB,YES,YES,YES,YES,YES,27.852,39.305,40.58,5,5d83f84971fb5d0017cf8a7f,4.692,4.692,6.797,1,0,0,21.807,0,43,Male,UK,,Yes,,Manchester,IT Consultant ,2,1.794,23.225,24.987,9,F2,2,CH25,25,E,JAMES,24.59,61.264,3,3,"Average player, scored a couple of goals last season. Not too popular"
1,EN-GB,YES,YES,YES,YES,YES,37.57,50.347,51.883,6,5cc747f20e1199001a73462e,1.877,1.877,4.732,1,0,0,19.153,0,37,Female,UK,,Yes,,Leeds,Professional Writer,1,1.394,27.273,29.003,7,F3,3,CH25,25,E,JAMES,11.25,61.5,3,3,He is an average player. He scored a couple of goals last season. He is not too popular. 
1,EN-GB,YES,YES,YES,YES,YES,9.449,16.369,17.856,5,595a92d2e0a6a00001ed562a,5.017,5.017,6.549,1,0,0,8.585,0,28,Female,UK,,Yes,,Preston,Digital Communications Manager,4,1.229,34.311,34.986,10,F4,4,CH25,25,E,JAMES,5.531,61.387,2,2,James is an average player. he isn't that popular.
2,EN-GB,YES,YES,YES,YES,YES,3.025,21.157,21.8,12,56cb3d8c08d730000afd2f12,0.973,1.714,3.465,2,16.67,16.67,17.507,1,38,Male,UK,,Yes,,Manchester ,Builder,7,1.81,25.561,27.171,11,F1,1,CH25,25,E,JOHN,24.36,74.92,4,3,"John is a talented footballer who everyone admires and respects,he was voted captain by most of his players "
2,EN-GB,YES,YES,YES,YES,YES,27.852,39.305,40.58,5,5d83f84971fb5d0017cf8a7f,4.692,4.692,6.797,1,0,0,21.807,0,43,Male,UK,,Yes,,Manchester,IT Consultant ,2,1.794,23.225,24.987,9,F2,2,CH25,25,E,JOHN,11.368,68.667,3,2,"Good player, voted team captain"
2,EN-GB,YES,YES,YES,YES,YES,37.57,50.347,51.883,6,5cc747f20e1199001a73462e,1.877,1.877,4.732,1,0,0,19.153,0,37,Female,UK,,Yes,,Leeds,Professional Writer,1,1.394,27.273,29.003,7,F3,3,CH25,25,E,JOHN,7.606,61.618,4,3,He is a good player. He is popular. He was voted team captain.
2,EN-GB,YES,YES,YES,YES,YES,9.449,16.369,17.856,5,595a92d2e0a6a00001ed562a,5.017,5.017,6.549,1,0,0,8.585,0,28,Female,UK,,Yes,,Preston,Digital Communications Manager,4,1.229,34.311,34.986,10,F4,4,CH25,25,E,JOHN,5.645,62.25,4,3,John is a popular player. He scored many goals last season and the the team voted him as Captain. 
3,EN-GB,YES,YES,YES,YES,YES,3.025,21.157,21.8,12,56cb3d8c08d730000afd2f12,0.973,1.714,3.465,2,16.67,16.67,17.507,1,38,Male,UK,,Yes,,Manchester ,Builder,7,1.81,25.561,27.171,11,F1,1,CH25,25,E,BILL,21.464,78.386,8,7,"Bill is an aggressive violent footballer who everyone fears ,he injured 2 players last season and his so arrogant he voted himself team captain but nobody questioned it as they don�t want to make him angry"
3,EN-GB,YES,YES,YES,YES,YES,27.852,39.305,40.58,5,5d83f84971fb5d0017cf8a7f,4.692,4.692,6.797,1,0,0,21.807,0,43,Male,UK,,Yes,,Manchester,IT Consultant ,2,1.794,23.225,24.987,9,F2,2,CH25,25,E,BILL,13.485,77.252,5,4,"Aggressive player, caused injuries last season, votem himself captain, other players are scared of him."
3,EN-GB,YES,YES,YES,YES,YES,37.57,50.347,51.883,6,5cc747f20e1199001a73462e,1.877,1.877,4.732,1,0,0,19.153,0,37,Female,UK,,Yes,,Leeds,Professional Writer,1,1.394,27.273,29.003,7,F3,3,CH25,25,E,BILL,12.599,61.045,5,4,He is an aggressive player. He has caused multiple injuries to other players. Other players are scared of him. He voted himself team captain.
3,EN-GB,YES,YES,YES,YES,YES,9.449,16.369,17.856,5,595a92d2e0a6a00001ed562a,5.017,5.017,6.549,1,0,0,8.585,0,28,Female,UK,,Yes,,Preston,Digital Communications Manager,4,1.229,34.311,34.986,10,F4,4,CH25,25,E,BILL,5.223,69.202,4,3,Bill is an aggressive player. People are scared of him. Bill voted himself as Captain. 
1,EN-GB,YES,YES,YES,YES,YES,9.574,36.137,37.001,10,5b01842bc573030001c345e0,2.444,2.444,5.105,1,2.885,4.38,12.077,2,44,Male,UK,,Yes,,Brighton,Social Worker,6,2.409,23.009,24.63,8,F1,1,CH26,26,F,JAMES,23.415,101.465,7,6,"Fairly modest in  both football and everything. Scores few goals, not a great footballer. Not really listened to by temmates, pays high esteem to the opinions of others. Has close friends who invite him to parties however."
1,EN-GB,YES,YES,YES,YES,YES,5.376,11.302,12.94,5,5db07aee84ce0d0012b88c32,3.022,3.022,11.993,1,0,0,8.823,0,29,Male,UK,,Yes,,London,Project manager,6,0.943,18.357,19.761,6,F2,2,CH26,26,F,JAMES,11.234,114.275,4,3,James is a modest footballer and person overall. he doesn't score many goals. he gets invited to social events. He holds others in high esteem. 
1,EN-GB,YES,YES,YES,YES,YES,6.497,59.686,60.41,47,5d7fe254a004ee00187ec9f9,6.591,9.437,10.201,3,1.39,3.937,8.994,5,30,Female,UK,,Yes,,Bracknell,Support worker ,1,2.516,34.149,35.07,21,F3,3,CH26,26,F,JAMES,54.94,70.137,3,2,James is a modest player on the pitch and off the pitch. He gets invited to social events. He isn’t the best at football.
1,EN-GB,YES,YES,YES,YES,YES,0.769,39.926,40.675,29,57854478ad1a6c0001465e0e,0.873,4.169,4.918,3,1.724,7.641,8.506,6,20,Female,UK,,Yes,,london,student ,2,0.87,24.521,26.389,18,F4,4,CH26,26,F,JAMES,10.804,61.124,1,1,James was not the best at football but he was calm and nice both on and off the pitch
2,EN-GB,YES,YES,YES,YES,YES,9.574,36.137,37.001,10,5b01842bc573030001c345e0,2.444,2.444,5.105,1,2.885,4.38,12.077,2,44,Male,UK,,Yes,,Brighton,Social Worker,6,2.409,23.009,24.63,8,F1,1,CH26,26,F,BILL,20.601,86.701,9,7,Bill is a violent footballer who invokes fear in his teammates. He inhjured two of them in training. He's a self appointed captain. In team meetings people listen to him but don't make eye contact. He's included in social event due to fear of his temmmates.
2,EN-GB,YES,YES,YES,YES,YES,5.376,11.302,12.94,5,5db07aee84ce0d0012b88c32,3.022,3.022,11.993,1,0,0,8.823,0,29,Male,UK,,Yes,,London,Project manager,6,0.943,18.357,19.761,6,F2,2,CH26,26,F,BILL,9.23,63.389,7,5,Bill is aggressive as a footballer and person. On the pitch he has got into fights with two other people. People are scared of him. He appointed himself as captain. He gets invited to social events because people are scared of him. 
2,EN-GB,YES,YES,YES,YES,YES,6.497,59.686,60.41,47,5d7fe254a004ee00187ec9f9,6.591,9.437,10.201,3,1.39,3.937,8.994,5,30,Female,UK,,Yes,,Bracknell,Support worker ,1,2.516,34.149,35.07,21,F3,3,CH26,26,F,BILL,13.1,61.108,7,5,Bill is aggressive on and off the pitch. He has had 2 fights on the pitch and gave himself the captain role. He gets invited to social events but only because people are scared of him. 
2,EN-GB,YES,YES,YES,YES,YES,0.769,39.926,40.675,29,57854478ad1a6c0001465e0e,0.873,4.169,4.918,3,1.724,7.641,8.506,6,20,Female,UK,,Yes,,london,student ,2,0.87,24.521,26.389,18,F4,4,CH26,26,F,BILL,6.432,61.913,5,4,Bill was described as aggressive both on and off the pitch. He voted himself captain and got invited to social events only because people were scared of him. 
3,EN-GB,YES,YES,YES,YES,YES,9.574,36.137,37.001,10,5b01842bc573030001c345e0,2.444,2.444,5.105,1,2.885,4.38,12.077,2,44,Male,UK,,Yes,,Brighton,Social Worker,6,2.409,23.009,24.63,8,F1,1,CH26,26,F,JOHN,20.574,77.276,6,5,"John is the top goalscorer and all round dude. Popular with teammates, was appointed captain unanimously. Very popular off the pitch, get invited to social events. Also modest about his own talents."
3,EN-GB,YES,YES,YES,YES,YES,5.376,11.302,12.94,5,5db07aee84ce0d0012b88c32,3.022,3.022,11.993,1,0,0,8.823,0,29,Male,UK,,Yes,,London,Project manager,6,0.943,18.357,19.761,6,F2,2,CH26,26,F,JOHN,7.292,71.614,6,4,John is the top goalscorer and is popular as a person and footballer. He was made captain by a unanimous decision amongst team mates. He always gets invited to social events because he is popular. 
3,EN-GB,YES,YES,YES,YES,YES,6.497,59.686,60.41,47,5d7fe254a004ee00187ec9f9,6.591,9.437,10.201,3,1.39,3.937,8.994,5,30,Female,UK,,Yes,,Bracknell,Support worker ,1,2.516,34.149,35.07,21,F3,3,CH26,26,F,JOHN,11.481,69.832,6,5,John is an excellent goal scorer and is very good at football. His team mates all voted anonymously to make him captain. He is a popular guy and gets invited to social events. 
3,EN-GB,YES,YES,YES,YES,YES,0.769,39.926,40.675,29,57854478ad1a6c0001465e0e,0.873,4.169,4.918,3,1.724,7.641,8.506,6,20,Female,UK,,Yes,,london,student ,2,0.87,24.521,26.389,18,F4,4,CH26,26,F,JOHN,6.954,62.869,5,3,John was a kind guy who everyone liked and voted for anonymously to be captain. He was popular and got invited to all the social events. 
1,EN-GB,YES,YES,YES,YES,YES,16.181,20.172,21.137,5,5895ecee215bed0001e4f32e,0.638,0.638,2.083,1,0,0,10.805,0,35,Female,UK,,Yes,,Liverpool,Administrator ,5,1.087,19.742,20.685,7,F1,1,CH27,27,F,JAMES,23.734,75.465,6,5,"James is an average footballer, the rest of the team dont really pay attention to him. He wanted to be captain but only received 2 votes. He is liked by his friends outside of football. James doesn't think he is as skilled as other players "
1,EN-GB,YES,YES,YES,YES,YES,28.638,35.497,36.57,5,5d400323eb67080001cd7350,1.073,1.073,3.88,1,0,0,10.023,0,26,Female,UK,,Yes,,Edinburgh,Data analyst,2,1.255,20.711,21.73,8,F2,2,CH27,27,F,JAMES,9.101,70.39,5,4,"James is an average football player, he tried to be captain but only won 2 votes. He knows he has only average football skills, other players are better than him. He's liked by friends outside of football."
1,EN-GB,YES,YES,YES,YES,YES,7.823,49.903,50.84,6,5b44b0fe084e54000139b2b1,6.987,9.026,11.18,3,0,0,26.536,0,35,Female,UK,,Yes,,London,Administrator,1,1.229,23.846,27.449,9,F3,3,CH27,27,F,JAMES,16.087,62.616,4,3,"He is an average football player, and he knows that. He only got 2 votes for captain. He is well liked outside of football. "
1,EN-GB,YES,YES,YES,YES,YES,7.961,29.809,31.61,5,59479251f236120001ecf9a2,1.185,1.609,4.164,2,0,0,16.786,0,50,Male,UK,,Yes,,Bath,lab supervisor,1,2.531,60.443,61.666,9,F4,4,CH27,27,F,JAMES,10.144,155.017,1,1,An average player but well liked outside of football.
2,EN-GB,YES,YES,YES,YES,YES,16.181,20.172,21.137,5,5895ecee215bed0001e4f32e,0.638,0.638,2.083,1,0,0,10.805,0,35,Female,UK,,Yes,,Liverpool,Administrator ,5,1.087,19.742,20.685,7,F1,1,CH27,27,F,BILL,19.924,80.869,6,5,"Bill is aggressive and thinks he is the best, he made himself captain and other team mates agree with him because they don't want to make him angry. His football skills aren't the best, his friends outside of football are fearful of him"
2,EN-GB,YES,YES,YES,YES,YES,28.638,35.497,36.57,5,5d400323eb67080001cd7350,1.073,1.073,3.88,1,0,0,10.023,0,26,Female,UK,,Yes,,Edinburgh,Data analyst,2,1.255,20.711,21.73,8,F2,2,CH27,27,F,BILL,10.882,149.564,4,3,"Bill is good a football player but aggressive. He bullied teammates into becoming captain. Outside of football, he is feared by his peers."
2,EN-GB,YES,YES,YES,YES,YES,7.823,49.903,50.84,6,5b44b0fe084e54000139b2b1,6.987,9.026,11.18,3,0,0,26.536,0,35,Female,UK,,Yes,,London,Administrator,1,1.229,23.846,27.449,9,F3,3,CH27,27,F,BILL,5.143,63.243,4,3,Bill is aggressive and a bully. He only got voted captain by bulling people in to it. He is feared amongst his team mates.  
2,EN-GB,YES,YES,YES,YES,YES,7.961,29.809,31.61,5,59479251f236120001ecf9a2,1.185,1.609,4.164,2,0,0,16.786,0,50,Male,UK,,Yes,,Bath,lab supervisor,1,2.531,60.443,61.666,9,F4,4,CH27,27,F,BILL,9.127,76.77,1,2,an aggresive bully
3,EN-GB,YES,YES,YES,YES,YES,16.181,20.172,21.137,5,5895ecee215bed0001e4f32e,0.638,0.638,2.083,1,0,0,10.805,0,35,Female,UK,,Yes,,Liverpool,Administrator ,5,1.087,19.742,20.685,7,F1,1,CH27,27,F,JOHN,20.016,61.032,4,3,"John is well liked by his team mates, he has great football skills. He won the vote to be captain. Outside of football he is well liked"
3,EN-GB,YES,YES,YES,YES,YES,28.638,35.497,36.57,5,5d400323eb67080001cd7350,1.073,1.073,3.88,1,0,0,10.023,0,26,Female,UK,,Yes,,Edinburgh,Data analyst,2,1.255,20.711,21.73,8,F2,2,CH27,27,F,JOHN,5.487,61.187,4,3,"John is a very good football player, won captain by popular vote. He is well-liked outside of football."
3,EN-GB,YES,YES,YES,YES,YES,7.823,49.903,50.84,6,5b44b0fe084e54000139b2b1,6.987,9.026,11.18,3,0,0,26.536,0,35,Female,UK,,Yes,,London,Administrator,1,1.229,23.846,27.449,9,F3,3,CH27,27,F,JOHN,4.712,97.703,3,2,"Everyone likes John, his teammates voted him as captain. Outside of football everyone likes John. "
3,EN-GB,YES,YES,YES,YES,YES,7.961,29.809,31.61,5,59479251f236120001ecf9a2,1.185,1.609,4.164,2,0,0,16.786,0,50,Male,UK,,Yes,,Bath,lab supervisor,1,2.531,60.443,61.666,9,F4,4,CH27,27,F,JOHN,5.357,67.065,2,2,well liked by teamates and got the most votes
1,EN-GB,YES,YES,YES,YES,YES,2.868,22.828,23.603,5,5be24167a54fc10001374a93,6.685,6.685,9.696,1,0,0,1.598,0,35,Male,UK,,Yes,,london,teacher,6,1.354,19.806,20.698,6,F1,1,CH28,28,F,JAMES,13.681,105.597,5,4,james is shy and unconfident. he does not think very highly of his skills and he wanted to be captain but only received 2 votes for this position. Outside of football he is not very popular and does not get invited to many parties. the other football team members do not think very highly of his skills either. 
1,EN-GB,YES,YES,YES,YES,YES,0.8,13.99,14.854,23,59cec7b9db0cc9000147873c,1.512,1.512,3.729,1,3.162,6.47,7.296,4,33,Female,UK,,Yes,,Sheffield,Conductor,7,1.313,29.966,30.567,20,F2,2,CH28,28,F,JAMES,15.918,77.066,2,2,"Not social
Not well liked 
Didnt think he was that good
Shy 
Not confident n"
1,EN-GB,YES,YES,YES,YES,YES,1.396,25.647,26.18,25,5d19d9936be726001a39d544,3.892,6.495,8.364,3,1.601,3.686,4.477,4,37,Female,UK,,Yes,,Glasgow ,Administrative ,5,1.419,22.066,25.921,16,F3,3,CH28,28,F,JAMES,7.101,66.374,0,0,"He was shy, not confident, he didn’t feel well liked"
1,EN-GB,YES,YES,YES,YES,YES,8.212,19.824,21.099,8,5a8d59b2ae9a0b0001aa30b3,3.134,7.407,8.812,2,6.901,6.901,12.232,1,44,Female,UK,,Yes,,London,Cleaner,4,1.707,36.371,37.944,12,F4,4,CH28,28,F,JAMES,12.26,77.712,0,0,He was a quiet shy man and didn't think people liked him much.
2,EN-GB,YES,YES,YES,YES,YES,2.868,22.828,23.603,5,5be24167a54fc10001374a93,6.685,6.685,9.696,1,0,0,1.598,0,35,Male,UK,,Yes,,london,teacher,6,1.354,19.806,20.698,6,F1,1,CH28,28,F,BILL,7.53,63.981,3,3,Bill is a player which the other members of the team are scared of. he is seen as a bully and other members are aware of his aggressive character. 
2,EN-GB,YES,YES,YES,YES,YES,0.8,13.99,14.854,23,59cec7b9db0cc9000147873c,1.512,1.512,3.729,1,3.162,6.47,7.296,4,33,Female,UK,,Yes,,Sheffield,Conductor,7,1.313,29.966,30.567,20,F2,2,CH28,28,F,BILL,3.709,61.769,3,3,"Bully
Aggressive
Forceful 
Shouts at players 
Scaring players"
2,EN-GB,YES,YES,YES,YES,YES,1.396,25.647,26.18,25,5d19d9936be726001a39d544,3.892,6.495,8.364,3,1.601,3.686,4.477,4,37,Female,UK,,Yes,,Glasgow ,Administrative ,5,1.419,22.066,25.921,16,F3,3,CH28,28,F,BILL,5.154,75.125,2,2,"He was a bully, loud, he shouted at people and people were scared of him "
2,EN-GB,YES,YES,YES,YES,YES,8.212,19.824,21.099,8,5a8d59b2ae9a0b0001aa30b3,3.134,7.407,8.812,2,6.901,6.901,12.232,1,44,Female,UK,,Yes,,London,Cleaner,4,1.707,36.371,37.944,12,F4,4,CH28,28,F,BILL,8.502,63.09,2,2,Bill is a nasty bully who likes to shout at people and people are frightened of him
3,EN-GB,YES,YES,YES,YES,YES,2.868,22.828,23.603,5,5be24167a54fc10001374a93,6.685,6.685,9.696,1,0,0,1.598,0,35,Male,UK,,Yes,,london,teacher,6,1.354,19.806,20.698,6,F1,1,CH28,28,F,JOHN,8.32,61.227,3,3,"John is a very popular player, he is liked by other members of the team and are positive of his character and skills. Even with this praise and support of other members John still thinks he is only an average player being humble. "
3,EN-GB,YES,YES,YES,YES,YES,0.8,13.99,14.854,23,59cec7b9db0cc9000147873c,1.512,1.512,3.729,1,3.162,6.47,7.296,4,33,Female,UK,,Yes,,Sheffield,Conductor,7,1.313,29.966,30.567,20,F2,2,CH28,28,F,JOHN,6.981,63.736,6,6,"Popular
Does a good job 
Humble 
Welll respected
Liked 
People will listen to him"
3,EN-GB,YES,YES,YES,YES,YES,1.396,25.647,26.18,25,5d19d9936be726001a39d544,3.892,6.495,8.364,3,1.601,3.686,4.477,4,37,Female,UK,,Yes,,Glasgow ,Administrative ,5,1.419,22.066,25.921,16,F3,3,CH28,28,F,JOHN,3.431,61.619,2,2,"He was popular, he was well liked and he was humble "
3,EN-GB,YES,YES,YES,YES,YES,8.212,19.824,21.099,8,5a8d59b2ae9a0b0001aa30b3,3.134,7.407,8.812,2,6.901,6.901,12.232,1,44,Female,UK,,Yes,,London,Cleaner,4,1.707,36.371,37.944,12,F4,4,CH28,28,F,JOHN,7.324,126.076,1,1,John is a nice friendly chap who is well liked by all who know him.
1,EN-GB,YES,YES,YES,YES,YES,14.294,28.549,30.002,8,5cec0e4cae7d6900017559b3,11.139,11.139,14.397,1,0.076,3.631,11.794,2,36,Female,UK,,Yes,,Brighton,Mortgage Adviser,6,2.949,30.057,31.101,12,F1,1,CH29,29,F,JAMES,36.788,112.81,8,7,"James is an average footballer, he is modest, he is liked but not overly so, people don't really listen to him, he has no real influence over the team, he received 2 votes to become captain. He gets invited out."
1,EN-GB,YES,YES,YES,YES,YES,19.06,29.393,30.489,5,5d5d249cda46ba00151eeaba,11.757,11.757,13.798,1,0,0,15.393,0,32,Female,UK,,Yes,,York,Housewife,3,1.543,18.6,19.763,7,F2,2,CH29,29,F,JAMES,16.274,70.395,5,4,"James is modest, he is a good footballer but not the best. People like him and he gets invited out but he has no influence over the team and is not listened to."
1,EN-GB,YES,YES,YES,YES,YES,2.379,45.679,48.342,20,5d35a20f51d88600197cb092,5.295,7.626,10.559,2,0,0,17.252,0,52,Female,UK,,Yes,,Cambridge,Manager,2,1.969,32.091,33.595,16,F3,3,CH29,29,F,JAMES,39.573,94.485,3,2,Modest. Liked by people but not much listened to. Invited out.
1,EN-GB,YES,YES,YES,YES,YES,2.762,25.381,25.991,18,5c466ba9eec8c2000130ec60,6.848,7.24,14.902,2,0,0,12.539,0,48,Female,UK,,Yes,,London,Freelancer,5,3.184,44.698,52.902,15,F4,4,CH29,29,F,JAMES,11.52,82.939,3,2,"James is modest, he is liked by people, but he is not listened to. He is invited out."
2,EN-GB,YES,YES,YES,YES,YES,14.294,28.549,30.002,8,5cec0e4cae7d6900017559b3,11.139,11.139,14.397,1,0.076,3.631,11.794,2,36,Female,UK,,Yes,,Brighton,Mortgage Adviser,6,2.949,30.057,31.101,12,F1,1,CH29,29,F,BILL,22.324,98.234,10,8,"Bill is a bully, he thinks he is the best player, he self appointed himself captain, the other players are scared of him, he gets invited out as people don't want to make him angry, he is violent, people don't want to make eye contact with him. "
2,EN-GB,YES,YES,YES,YES,YES,19.06,29.393,30.489,5,5d5d249cda46ba00151eeaba,11.757,11.757,13.798,1,0,0,15.393,0,32,Female,UK,,Yes,,York,Housewife,3,1.543,18.6,19.763,7,F2,2,CH29,29,F,BILL,9.297,63,10,8,"Bill is a bully, he thinks he is the best footballer and has appointed himself captain. He is not liked but gets invited out because people are afraid to upset him by not inviting him. People are scared to look him in the eye."
2,EN-GB,YES,YES,YES,YES,YES,2.379,45.679,48.342,20,5d35a20f51d88600197cb092,5.295,7.626,10.559,2,0,0,17.252,0,52,Female,UK,,Yes,,Cambridge,Manager,2,1.969,32.091,33.595,16,F3,3,CH29,29,F,BILL,28.844,70.473,7,5,A bully. Not much liked but people are scared of him so gets invited out. Acts as Captain. People scared to look him in the eye.
2,EN-GB,YES,YES,YES,YES,YES,2.762,25.381,25.991,18,5c466ba9eec8c2000130ec60,6.848,7.24,14.902,2,0,0,12.539,0,48,Female,UK,,Yes,,London,Freelancer,5,3.184,44.698,52.902,15,F4,4,CH29,29,F,BILL,10.612,67.204,4,3,Bill is a bully. He is not liked by people. People find it difficult to look him in the eye. He acts as captain.
3,EN-GB,YES,YES,YES,YES,YES,14.294,28.549,30.002,8,5cec0e4cae7d6900017559b3,11.139,11.139,14.397,1,0.076,3.631,11.794,2,36,Female,UK,,Yes,,Brighton,Mortgage Adviser,6,2.949,30.057,31.101,12,F1,1,CH29,29,F,JOHN,25.003,62.176,8,7,"John is very well liked, people want to be him, he is the best footballer and has scored the most goals, the team want him to be captain, everyone looks up to him, he gets invited out as people genuinely like to spend time with him"
3,EN-GB,YES,YES,YES,YES,YES,19.06,29.393,30.489,5,5d5d249cda46ba00151eeaba,11.757,11.757,13.798,1,0,0,15.393,0,32,Female,UK,,Yes,,York,Housewife,3,1.543,18.6,19.763,7,F2,2,CH29,29,F,JOHN,7.878,65.119,8,7,"John is very well liked. people want him to be team captain, he is the best footballer and has scored the most goals. People genuinely like him and invite him out because they enjoy spending time with him. He is modest."
3,EN-GB,YES,YES,YES,YES,YES,2.379,45.679,48.342,20,5d35a20f51d88600197cb092,5.295,7.626,10.559,2,0,0,17.252,0,52,Female,UK,,Yes,,Cambridge,Manager,2,1.969,32.091,33.595,16,F3,3,CH29,29,F,JOHN,16.23,78.049,6,6,Modest. Gets most goals and people like him. Invited out. Best at football. People would like him to be Captain.
